customerID,Churn_Percentage,Churn,Possible Reason,Suggestion
0486-HECZI,21.7%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
4549-ZDQYY,12.01%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
5712-AHQNN,9.37%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
4846-WHAFZ,19.69%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
5256-SKJGO,0.45%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
3071-VBYPO,4.85%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
9560-BBZXK,14.89%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
5299-RULOA,3.69%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
8402-OOOHJ,27.0%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
9445-ZUEQE,25.35%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
1091-SOZGA,9.79%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
2928-HLDBA,27.71%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
0404-SWRVG,35.54%,No,Noticeable decline in usage. Possibly distracted or exploring competitors lightly.,"Prompt a short survey to understand what’s missing.
Consider sending a targeted discount or reminder of unused features.
Send personalized recommendations based on past usage
Offer a time-sensitive incentive to return"
6497-TILVL,3.67%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
7219-TLZHO,3.77%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
4622-YNKIJ,19.31%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
4412-YLTKF,19.3%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
6734-PSBAW,51.51%,Yes,High risk of disengagement. Possible negative experiences or lack of perceived value.,"Launch a win-back campaign with time-limited offers
Reach out with personalized content or a support check-in
Emphasize benefits they haven’t used yet or customer success stories
"
